Sitename: Willow Creek Wisconsin USA
Location: Latitude: 45.9059  Longitude: -90.0799  Elevation (masl): 515
Principal investigator: Ankur Desai
Ecosystem type: DBF Deciduous Broadleaf Forest
File creation date: 11MAY2011
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2005,0,18.77083,18,1830,0.982,-10.602,189.103,4.572,0.269,0.091,0.178,-23.117,-6999,-0.406,-6999,2.674,-0.055,0,0.396,5,0,100,94.059,387.149,0,18.292,30.445,-2.22,0,0,-6999,-6999,0.169,266.612,268.665,2.709,0.302,0,387.125,29.6,-6999,-9999,-6999,-6999
2005,0,18.79167,18,1900,0.989,-10.076,195.926,3.966,0.111,-0.109,0.221,-43.092,-6999,-3.821,-6999,2.507,0.016,0,0.466,5,0,100,94.015,387.457,0,18.29,30.442,-1.971,0,0.041,-6999,-6999,0.216,268.892,270.689,2.847,0.324,0,387.489,29.6,-6999,-9999,-6999,-6999
2005,0,18.81250,18,1930,0.915,-9.492,200.476,3.724,0.208,-0.068,0.277,-20.788,-6999,-3.388,-6999,2.381,-0.01,0,0.418,5,0,100,93.972,387.774,0,18.288,30.441,-2.588,0,0.023,-6999,-6999,0.272,270.488,272.828,2.985,0.309,0,387.89,29.6,-6999,-9999,-6999,-6999
2005,0,18.83333,18,2000,0.966,-9.154,209.743,4.206,0.025,-0.287,0.313,-26.743,-6999,-1.864,-6999,2.298,0.024,0,0.449,5,0,100,93.913,388.257,0,18.286,30.438,-2.487,0,0,-6999,-6999,0.183,271.918,274.223,3.075,0.319,0,388.274,29.6,-6999,-9999,-6999,-6999
2005,0,18.85417,18,2030,0.955,-8.761,216.488,3.357,0.426,0.182,0.244,-29.26,-6999,-3.328,-6999,2.131,0,0,0.419,5,0,100,93.856,388.599,0,18.285,30.435,-4.965,0,0,-6999,-6999,0.259,270.888,275.595,3.178,0.309,0,388.611,29.6,-6999,-9999,-6999,-6999
2005,0,18.87500,18,2100,0.954,-8.471,213.735,3.81,1.06,0.799,0.262,-23.069,-6999,-0.96,-6999,2.131,0.032,0,0.44,5,0,100,93.809,388.914,0,18.285,30.434,-7.456,0,0,-6999,-6999,0.249,269.395,276.604,3.265,0.316,0,389.026,29.6,-6999,-9999,-6999,-6999
2005,0,18.89583,18,2130,0.712,-8.014,222.006,3.069,0.003,-0.121,0.124,-28.33,-6999,0.099,-6999,2.131,0.007,0,0.408,5,0,100,93.779,389.141,0,18.285,30.432,-5.227,0,0.01,-6999,-6999,0.334,273.503,278.408,3.408,0.306,0,389.151,29.6,-6999,-9999,-6999,-6999
2005,0,18.91667,18,2200,0.781,-7.424,237.766,3.251,0.017,-0.066,0.083,-29.691,-6999,-2.056,-6999,1.88,0.046,0,0.447,5,0,100,93.797,389.379,0,18.286,30.431,-2.225,0,0.118,-6999,-6999,0.285,279.092,281.15,3.59,0.318,0,389.285,29.6,-6999,-9999,-6999,-6999
2005,0,18.93750,18,2230,0.706,-7.028,248.314,3.32,0.032,0.078,-0.046,-15.801,-6999,-1.298,-6999,1.88,0.013,0,0.406,5,0,100,93.812,389.247,0,18.287,30.43,-2.237,0,0.014,-6999,-6999,0.18,280.975,283.046,3.715,0.305,0,389.222,29.6,-6999,-9999,-6999,-6999
2005,0,18.95833,18,2300,0.722,-6.691,277.755,3.906,0.767,0.694,0.074,-13.313,-6999,0.24,-6999,1.88,0.063,0,0.45,5,0,100,93.827,389.37,0,18.289,30.429,-8.306,0,0,-6999,-6999,0.27,276.263,284.3,3.829,0.319,0,389.259,29.6,-6999,-9999,-6999,-6999
2005,0,18.97917,18,2330,0.948,-6.516,287.939,4.053,0.068,0.18,-0.111,-14.654,-6999,-0.217,-6999,1.88,0.036,0,0.412,5,0,100,93.872,389.209,0,18.29,30.427,-37.405,0,0,-6999,-6999,0.55,246.259,283.115,3.87,0.307,0,389.073,29.6,-6999,-9999,-6999,-6999
2005,0,19.00000,19,000,0.87,-6.652,301.987,4.529,0.376,0.399,-0.022,-19.948,-6999,-1.98,-6999,1.88,0.087,0,0.453,5,0,100,93.905,389.156,0,18.293,30.426,-35.446,0,0,-6999,-6999,0.65,247.648,282.445,3.823,0.299,0,389.13,29.6,-6999,-9999,-6999,-6999
2005,0,19.02083,19,030,0.914,-6.318,306.838,4.797,-0.166,0.149,-0.315,-12.94,-6999,-0.135,-6999,2.005,-0.01,0,0.346,5,0,100,93.951,388.716,0,18.298,30.426,-7.428,0,0,-6999,-6999,0.285,278.541,285.684,3.886,0.262,0,388.79,29.6,-6999,-9999,-6999,-6999
2005,0,19.04167,19,100,0.974,-6.169,313.26,5.562,-0.363,0.313,-0.675,-3.645,-6999,-1.034,-6999,2.84,-0.166,0,0.187,5,0,100,93.999,387.81,0,18.299,30.423,-8.194,0.006,0,-6999,-6999,0.148,278.3,286.347,3.867,0.216,0,387.754,29.6,-6999,-9999,-6999,-6999
2005,0,19.06250,19,130,1.087,-6.332,317.572,5.081,-1.198,-1.276,0.078,5.135,-6999,-2.559,-6999,3.174,-0.112,0,0.232,5,0,100,94.087,387.902,0,18.302,30.423,-7.979,0,0,-6999,-6999,0.031,277.949,285.897,3.742,0.228,0,387.896,29.6,-6999,-9999,-6999,-6999
2005,0,19.08333,19,200,0.968,-6.496,322.581,4.563,-0.093,-0.16,0.067,-0.411,-6999,-2.418,-6999,3.048,0.109,0,0.438,5,0,100,94.138,387.866,0,18.307,30.422,-7.691,0,0,-6999,-6999,0.043,277.603,285.252,3.685,0.294,0,387.886,29.6,-6999,-9999,-6999,-6999
2005,0,19.10417,19,230,0.875,-6.698,316.523,4.383,0.17,0.277,-0.107,-0.115,-6999,-3.138,-6999,2.84,0.136,0,0.473,5,0.156,100,94.219,387.723,0,18.311,30.422,-7.287,0,0,-6999,-6999,0.019,277.445,284.713,3.623,0.307,0,387.755,29.6,-6999,-9999,-6999,-6999
2005,0,19.12500,19,300,0.813,-7.022,323.172,4.097,0.068,0.019,0.049,3.011,-6999,3.891,-6999,2.631,0.218,0,0.541,5,0,100,94.287,387.883,0,18.315,30.421,-8.146,0,0,-6999,-6999,0.008,275.217,283.356,3.496,0.333,0,387.88,29.6,-6999,-9999,-6999,-6999
2005,0,19.14583,19,330,0.768,-7.378,323.147,3.968,0.531,0.467,0.065,0.466,-6999,-0.986,-6999,2.422,0.184,0,0.513,5,0,100,94.351,387.977,0,18.32,30.42,-8.256,0,0,-6999,-6999,0.009,273.689,281.937,3.36,0.322,0,387.887,29.6,-6999,-9999,-6999,-6999
2005,0,19.16667,19,400,0.851,-7.676,327.477,4.179,-0.113,-0.176,0.063,0.428,-6999,-4.789,-6999,2.38,0.23,0,0.559,5,0,100,94.42,388.02,0,18.325,30.42,-8.332,0,0,-6999,-6999,0,272.482,280.814,3.291,0.341,0,388.079,29.6,-6999,-9999,-6999,-6999
2005,0,19.18750,19,430,1.032,-8.159,322.081,4.709,-0.472,-0.224,-0.247,9.934,-6999,-2.325,-6999,2.38,0.186,0,0.504,5,0,100,94.475,387.735,0,18.331,30.42,-9.356,0,0,-6999,-6999,0.001,269.47,278.825,3.086,0.318,0,387.515,29.6,-6999,-9999,-6999,-6999
2005,0,19.20833,19,500,1.088,-8.479,324.892,4.616,0.402,0.575,-0.172,11.334,-6999,-3.368,-6999,2.38,0.254,0,0.566,5,0,100,94.565,387.313,0,18.337,30.419,-8.913,0,0,-6999,-6999,0.016,268.623,277.521,2.989,0.343,0,387.427,29.6,-6999,-9999,-6999,-6999
2005,0,19.22917,19,530,1.283,-8.853,332.02,5.267,0.596,0.783,-0.186,50.232,-6999,-3.477,-6999,2.38,0.226,0,0.529,5,0,100,94.649,387.106,0,18.343,30.418,-9.172,0,0,-6999,-6999,0,266.858,276.031,2.89,0.328,0,387.224,29.6,-6999,-9999,-6999,-6999
2005,0,19.25000,19,600,0.841,-9.155,335.683,4.44,-0.545,-0.565,0.02,2.429,-6999,0.469,-6999,2.38,0.283,0,0.581,5,0,100,94.714,387.13,0,18.35,30.419,-10.17,0,0,-6999,-6999,0.083,264.605,274.693,2.796,0.35,0,387.189,29.6,-6999,-9999,-6999,-6999
2005,0,19.27083,19,630,0.967,-9.333,332.287,4.407,-1.351,-1.373,0.022,21.579,-6999,0.07,-6999,2.38,0.244,0,0.544,5,0,100,94.751,387.157,0,18.357,30.419,-10.235,0,0,-6999,-6999,0.103,263.764,273.897,2.708,0.334,0,387.25,29.6,-6999,-9999,-6999,-6999
2005,0,19.29167,19,700,0.911,-9.573,330.431,3.412,0.115,0.039,0.076,16.687,-6999,-2.783,-6999,2.464,0.287,0,0.584,5,0,100,94.825,387.274,0,18.364,30.418,-9.314,0.002,0,-6999,-6999,0.188,263.95,273.077,2.689,0.351,0,387.316,29.6,-6999,-9999,-6999,-6999
2005,0,19.31250,19,730,0.93,-9.869,325.026,3.546,1.126,1.2,-0.074,37.877,-6999,1.913,-6999,2.589,0.257,0,0.546,5,0,100,94.916,387.227,0,18.371,30.418,-4.938,3.812,4.577,-6999,-6999,1.429,264.135,272.221,2.72,0.335,0,387.201,29.6,-6999,-9999,-6999,-6999
2005,0,19.33333,19,800,0.899,-10.235,318.938,3.366,-0.179,0.061,-0.24,42.075,-6999,-6.765,-6999,2.589,0.313,0,0.593,5,0,100,95.011,386.893,0,18.379,30.418,5.221,26.295,19.09,-6999,-6999,5.513,262.65,271.007,2.63,0.355,-0.31,386.745,29.6,-6999,-9999,-6999,-6999
2005,0,19.35417,19,830,0.887,-10.625,312.361,4.152,-1.849,-1.755,-0.093,83.029,-6999,1.685,-6999,2.84,0.196,0,0.453,5,0,100,95.08,386.722,0,18.384,30.421,22.458,64.713,42.468,-6999,-6999,12.056,261.988,269.943,2.608,0.299,-0.31,386.687,29.6,-6999,-9999,-6999,-6999
2005,0,19.37500,19,900,1.132,-10.907,313.877,4.627,0.412,0.675,-0.262,138.564,-6999,15.268,-6999,3.633,0.037,0,0.303,5,0,100,95.161,386.369,0,18.393,30.419,52.785,152.264,88.51,-6999,-6999,24.731,258.287,269.28,2.496,0.249,-0.31,386.504,29.6,-6999,-9999,-6999,-6999
2005,0,19.39583,19,930,1.078,-11.023,325.216,4.588,-1.159,-1.188,0.029,150.949,-6999,1.589,-6999,4.092,0.117,0,0.374,5,0,100,95.225,386.406,0,18.402,30.42,76.1,205.694,120.622,-6999,-6999,33.582,258.279,269.221,2.362,0.271,-0.31,386.354,29.6,-6999,-9999,-6999,-6999
2005,0,19.41667,19,1000,1.204,-10.918,331.661,4.87,0.628,0.637,-0.009,196.688,-6999,11.892,-6999,3.841,0.331,0,0.582,5,0,100,95.282,386.473,0,18.411,30.42,125.829,310.231,196.087,-6999,-6999,51.923,251.94,270.276,2.284,0.35,-0.31,386.363,29.6,-6999,-9999,-6999,-6999
2005,0,19.43750,19,1030,0.963,-10.639,326.997,3.632,-0.042,-0.098,0.057,132.15,-6999,0.453,-6999,3.59,0.349,0,0.6,5,0,100,95.315,386.477,0,18.419,30.42,148.822,453.33,231.149,-6999,-6999,60.615,250.703,272.416,2.243,0.358,-0.31,386.423,29.6,-6999,-9999,-6999,-6999
2005,0,19.45833,19,1100,1.177,-10.595,330.878,4.611,-1.254,-1.065,-0.189,179.323,-6999,2.039,-6999,3.34,0.407,0,0.653,5,0,100,95.319,386.243,0,18.427,30.42,163.285,493.48,265.178,-6999,-6999,67.159,237.291,272.026,2.158,0.382,-0.31,386.247,29.6,-6999,-9999,-6999,-6999
2005,0,19.47917,19,1130,1.103,-10.614,329.995,4.212,-0.633,-0.23,-0.402,184.593,-6999,2.516,-6999,3.09,0.358,0,0.606,5,0,100,95.335,385.661,0,18.437,30.422,166.842,503.9,270.849,-6999,-6999,71.977,240.325,272.356,2.088,0.361,-0.31,385.63,29.6,-6999,-9999,-6999,-6999
2005,0,19.50000,19,1200,0.814,-10.533,329.342,3.222,-0.128,-0.184,0.057,107.16,-6999,4.071,-6999,2.881,0.39,0,0.632,5,0,100,95.327,385.754,0,18.446,30.422,121.213,437.82,192.164,-6999,-6999,52.388,254.576,273.139,2.156,0.373,-0.31,385.749,29.6,-6999,-9999,-6999,-6999
2005,0,19.52083,19,1230,0.995,-10.71,337.858,4.371,0.406,0.428,-0.021,153.465,-6999,11.108,-6999,2.797,0.348,0,0.584,5,0.156,100,95.34,385.75,0,18.454,30.422,124.845,359.39,199.124,-6999,-6999,54.572,252.52,272.228,2.122,0.351,-0.31,385.715,29.6,-6999,-9999,-6999,-6999
2005,0,19.54167,19,1300,0.991,-10.915,342.611,4.717,0.435,0.702,-0.267,164.701,-6999,4.958,-6999,2.631,0.386,0,0.623,5,0,100,95.351,385.47,0,18.463,30.423,129.67,398.444,212.947,-6999,-6999,56.954,245.005,271.328,2.073,0.368,-0.31,385.432,29.6,-6999,-9999,-6999,-6999
2005,0,19.56250,19,1330,0.863,-11.142,343.804,3.826,-0.118,0.162,-0.28,106.733,-6999,5.552,-6999,2.463,0.488,0,0.71,5,0,100,95.367,384.819,0,18.473,30.423,114.751,364.084,223.855,-6999,-6999,54.251,213.58,268.433,2.023,0.41,-0.31,384.853,29.6,-6999,-9999,-6999,-6999
2005,0,19.58333,19,1400,0.854,-10.674,353.864,4.019,3.036,2.106,0.931,122.895,-6999,8.173,-6999,-0.751,1.411,0,1.636,5,0,99.564,95.391,386.227,0.002,18.482,30.424,154,580.467,279.409,-6999,-6999,64.322,209.635,270.722,2.013,1.271,-0.31,386.211,29.6,-6999,-9999,-6999,-6999
2005,0,19.60417,19,1430,0.784,-11.012,353.131,3.284,-0.969,0.078,-1.046,84.525,-6999,1.288,-6999,0.084,0.045,0,0.268,5,0,100,95.45,384.573,0,18.491,30.424,62.754,333.511,131.167,-6999,-6999,34.284,235.098,269.228,2.048,0.238,-0.31,384.5,29.6,-6999,-9999,-6999,-6999
2005,0,19.62500,19,1500,0.633,-11.307,3.635,3.327,0.154,0.682,-0.528,41.113,-6999,-0.538,-6999,1.211,0.041,0,0.261,5,0,100,95.48,383.945,0,18.501,30.425,41.662,186.734,92.705,-6999,-6999,25.482,242.569,268.13,2.077,0.236,-0.31,383.994,29.6,-6999,-9999,-6999,-6999
2005,0,19.64583,19,1530,0.724,-11.628,355.746,3.053,0.552,0.826,-0.273,47.554,-6999,0.808,-6999,1.838,0.19,0,0.406,5,0,100,95.519,383.687,0,18.511,30.426,14.081,127.171,52.502,-6999,-6999,14.445,242.034,266.011,2.011,0.282,-0.31,383.532,29.6,-6999,-9999,-6999,-6999
2005,0,19.66667,19,1600,0.59,-11.795,345.854,2.477,-0.295,0.022,-0.317,37.005,-6999,1.305,-6999,2.422,0.235,0,0.442,5,0,100,95.551,383.246,0,18.521,30.427,-1.208,63.68,24.255,-6999,-6999,6.974,246.49,264.979,2.005,0.295,-0.31,383.278,29.6,-6999,-9999,-6999,-6999
2005,0,19.68750,19,1630,0.388,-12.001,345.269,2.003,0,-0.029,0.029,14.2,-6999,0.947,-6999,2.881,0.218,0,0.423,5,0,100,95.561,383.164,0,18.53,30.426,-15.265,7.131,1.083,-6999,-6999,0.71,248.106,263.745,2.014,0.288,-0.31,383.19,29.6,-6999,-9999,-6999,-6999
2005,0,19.70833,19,1700,0.331,-12.178,339.114,1.453,0.175,0.494,-0.319,10.6,-6999,0.231,-6999,3.799,0.057,0,0.257,5,0,100,95.58,382.694,0,18.541,30.429,-15.415,0.199,0,-6999,-6999,0.357,247.915,262.974,2.031,0.235,0,382.627,29.6,-6999,-9999,-6999,-6999
2005,0,19.72917,19,1730,0.292,-12.263,334.138,1.12,0.261,0.405,-0.143,5.918,-6999,-0.811,-6999,4.592,0.035,0,0.235,5,0,100,95.61,382.579,0,18.551,30.429,-15.434,0.005,0,-6999,-6999,0.426,247.572,262.581,2.043,0.229,0,382.513,29.6,-6999,-9999,-6999,-6999
2005,0,19.75000,19,1800,0.242,-12.378,323.587,0.909,0.292,0.116,0.176,4.738,-6999,-0.633,-6999,4.758,0.276,0,0.472,5,0,100,95.609,382.855,0,18.561,30.429,-14.126,0.002,0,-6999,-6999,0.448,248.4,262.08,2.052,0.306,0,382.842,29.6,-6999,-9999,-6999,-6999
2005,0,19.77083,19,1830,0.229,-12.42,299.492,0.776,-0.055,0.062,-0.117,7.168,-6999,-0.366,-6999,4.8,0.315,0,0.517,5,0,100,95.641,382.588,0,18.571,30.43,-12.167,0,0,-6999,-6999,0.43,250.335,262.073,2.059,0.324,0,382.631,29.6,-6999,-9999,-6999,-6999
2005,0,19.79167,19,1900,0.059,-12.526,335.031,0.398,0.251,0.145,0.106,-0.074,-6999,0.249,-6999,4.633,0.429,0,0.619,5,0,100,95.597,382.75,0,18.582,30.432,-12.485,0,0,-6999,-6999,0.43,249.634,261.69,2.051,0.367,0,382.807,29.6,-6999,-9999,-6999,-6999
2005,0,19.81250,19,1930,0.079,-12.563,352.879,0.229,0.409,0.214,0.195,-0.252,-6999,-0.13,-6999,4.549,0.371,0,0.556,5,0,100,95.582,383.131,0,18.591,30.433,-9.677,0,0,-6999,-6999,0.485,252.683,261.876,2.053,0.339,0,383.01,29.6,-6999,-9999,-6999,-6999
2005,0,19.83333,19,2000,0.062,-12.57,87.461,0.489,0.439,0.267,0.173,-0.075,-6999,-0.036,-6999,4.383,0.448,0,0.63,5,0,100,95.528,383.513,0,18.601,30.433,-10.404,0,0,-6999,-6999,0.482,251.648,261.571,2.062,0.372,0,383.149,29.6,-6999,-9999,-6999,-6999
2005,0,19.85417,19,2030,0.174,-12.566,48.578,0.544,0.214,0.222,-0.008,0.664,-6999,0.102,-6999,4.383,0.381,0,0.563,5,0,100,95.535,383.303,0,18.611,30.434,-7.619,0,0,-6999,-6999,0.365,254.744,261.999,2.082,0.342,0,383.212,29.6,-6999,-9999,-6999,-6999
2005,0,19.87500,19,2100,0.154,-12.55,76.132,0.486,0.544,0.555,-0.01,0.814,-6999,0.154,-6999,4.299,0.44,0,0.619,5,0,100,95.551,383.12,0,18.621,30.435,-4.674,0,0,-6999,-6999,0.2,258.02,262.495,2.096,0.367,0,383.333,29.6,-6999,-9999,-6999,-6999
2005,0,19.89583,19,2130,0.261,-12.529,77.742,0.752,0.407,0.518,-0.111,5.045,-6999,0.836,-6999,4.341,0.374,0,0.553,5,0,100,95.575,383.099,0,18.631,30.436,-1.577,0,0,-6999,-6999,0.098,261.345,262.825,2.086,0.338,0,383.127,29.6,-6999,-9999,-6999,-6999
2005,0,19.91667,19,2200,0.29,-12.592,82.643,1.224,0.155,0.477,-0.321,3.924,-6999,-0.658,-6999,4.257,0.43,0,0.606,5,0,100,95.569,382.719,0,18.641,30.437,-3.506,0,0,-6999,-6999,0.068,258.993,262.433,2.061,0.361,0,382.694,29.6,-6999,-9999,-6999,-6999
2005,0,19.93750,19,2230,0.483,-12.662,80.79,1.343,0.994,1.191,-0.197,5.119,-6999,0.992,-6999,4.257,0.372,0,0.563,5,0,100,95.549,382.429,0,18.65,30.437,-3.913,0,0,-6999,-6999,0.101,258.287,262.099,2.044,0.342,0,382.327,29.6,-6999,-9999,-6999,-6999
2005,0,19.95833,19,2300,0.343,-12.704,88.614,1.394,-0.088,0.215,-0.302,3.442,-6999,0.122,-6999,4.257,0.449,0,0.628,5,0,100,95.534,382.04,0,18.659,30.439,-4.387,0,0,-6999,-6999,0.109,257.488,261.768,2.033,0.371,0,381.953,29.6,-6999,-9999,-6999,-6999
2005,0,19.97917,19,2330,0.523,-12.845,84.519,2.168,0.546,0.627,-0.08,4.877,-6999,0.142,-6999,4.257,0.376,0,0.561,5,0,100,95.492,381.798,0,18.669,30.44,-4.511,0,0,-6999,-6999,0.056,256.64,261.097,2.052,0.341,0,381.934,29.6,-6999,-9999,-6999,-6999
2005,0,20.00000,20,000,0.53,-12.982,100.461,1.659,0.064,0.19,-0.126,3.344,-6999,-0.658,-6999,4.216,0.452,0,0.64,5,0,100,95.461,381.706,0,18.678,30.441,-3.609,0,0,-6999,-6999,0.057,257.072,260.625,2.089,0.377,0,381.675,29.6,-6999,-9999,-6999,-6999
2005,0,20.02083,20,030,0.535,-13.038,99.788,1.764,0.761,0.94,-0.178,3.92,-6999,1.231,-6999,4.466,0.288,0,0.466,5,0,100,95.459,381.383,0,18.688,30.442,-3.246,0.003,0,-6999,-6999,0.084,257.232,260.395,2.109,0.297,0,381.3,29.6,-6999,-9999,-6999,-6999
2005,0,20.04167,20,100,0.472,-13.102,99.476,1.62,0.051,0.173,-0.122,2.787,-6999,-1.253,-6999,5.176,0.154,0,0.33,5,0,100,95.44,381.214,0,18.694,30.441,-3.191,0.015,0,-6999,-6999,0.079,256.903,260.016,2.109,0.247,0,381.236,29.6,-6999,-9999,-6999,-6999
2005,0,20.06250,20,130,0.543,-13.154,98.191,2.005,0.452,0.223,0.229,6.268,-6999,-0.013,-6999,5.635,0.17,0,0.349,5,0,100,95.439,381.622,0,18.705,30.443,-0.629,0.003,0,-6999,-6999,0.014,259.491,260.107,2.094,0.254,0,381.603,29.6,-6999,-9999,-6999,-6999
2005,0,20.08333,20,200,0.634,-13.262,110.909,2.619,0.332,0.369,-0.037,7.093,-6999,-1.027,-6999,5.593,0.416,0,0.592,5,0,100,95.404,381.568,0,18.713,30.444,-0.337,0,0,-6999,-6999,0,259.363,259.701,2.059,0.353,0,381.643,29.6,-6999,-9999,-6999,-6999
2005,0,20.10417,20,230,0.586,-13.32,107.901,2.465,1.036,0.832,0.204,7.787,-6999,-0.469,-6999,5.342,0.461,0,0.634,5,0,100,95.377,381.814,0,18.721,30.445,-0.483,0,0,-6999,-6999,0,259.03,259.513,2.04,0.373,0,381.884,29.6,-6999,-9999,-6999,-6999
2005,0,20.12500,20,300,0.549,-13.385,110.905,2.545,0.296,0.296,0.001,9.896,-6999,-1.387,-6999,5.134,0.545,0,0.724,5,0,100,95.33,381.872,0,18.729,30.446,-1.794,0,0,-6999,-6999,0,257.495,259.289,2.037,0.422,0,381.741,29.6,-6999,-9999,-6999,-6999
2005,0,20.14583,20,330,0.612,-13.479,122.521,2.084,0.43,0.645,-0.214,8.076,-6999,0.378,-6999,4.925,0.481,0,0.654,5,0,100,95.287,381.638,0,18.736,30.447,-1.859,0,0,-6999,-6999,0,257.037,258.896,2.053,0.384,0,381.589,29.6,-6999,-9999,-6999,-6999
2005,0,20.16667,20,400,0.462,-13.481,123.462,1.783,-0.084,-0.01,-0.074,2.029,-6999,0.241,-6999,4.883,0.507,0,0.691,5,0,100,95.273,381.547,0,18.744,30.448,-2.269,0,0,-6999,-6999,0.012,256.474,258.732,2.069,0.404,0,381.467,29.6,-6999,-9999,-6999,-6999
2005,0,20.18750,20,430,0.395,-13.457,115.137,1.779,0.304,0.184,0.121,1.309,-6999,0.502,-6999,4.716,0.433,0,0.618,5,0,100,95.258,381.676,0,18.751,30.449,-2.575,0,0,-6999,-6999,0.003,256.253,258.826,2.082,0.366,0,381.686,29.6,-6999,-9999,-6999,-6999
2005,0,20.20833,20,500,0.404,-13.458,108.895,1.764,0.599,0.378,0.222,1.527,-6999,-0.095,-6999,4.633,0.476,0,0.669,5,0,100,95.262,381.979,0,18.759,30.449,-2.199,0,0,-6999,-6999,0.073,256.31,258.438,2.086,0.392,0,382.003,29.6,-6999,-9999,-6999,-6999
2005,0,20.22917,20,530,0.387,-13.453,109.551,1.378,0.526,0.454,0.072,-0.142,-6999,0.045,-6999,4.633,0.403,0,0.608,5,0,100,95.256,382,0,18.766,30.451,-2.237,0,0,-6999,-6999,0.097,256.262,258.403,2.089,0.361,0,382.047,29.6,-6999,-9999,-6999,-6999
2005,0,20.25000,20,600,0.428,-13.445,115.185,1.918,0.344,0.262,0.082,-0.001,-6999,-0.203,-6999,4.633,0.464,0,0.652,5,0,100,95.263,382.081,0,18.772,30.451,-1.984,0.001,0,-6999,-6999,0.111,256.579,258.452,2.091,0.383,0,382.1,29.6,-6999,-9999,-6999,-6999
2005,0,20.27083,20,630,0.461,-13.41,112.253,1.75,0.621,0.499,0.122,1.911,-6999,-0.573,-6999,4.55,0.405,0,0.59,5,0,100,95.261,382.209,0,18.779,30.452,-1.891,0,0,-6999,-6999,0.09,256.856,258.658,2.097,0.352,0,382.21,29.6,-6999,-9999,-6999,-6999
2005,0,20.29167,20,700,0.489,-13.38,114.562,2.097,0.287,0.333,-0.046,0.328,-6999,-0.517,-6999,4.508,0.462,0,0.643,5,0,100,95.242,382.249,0,18.786,30.453,-1.733,0.02,0.431,-6999,-6999,0.251,256.79,258.703,2.104,0.378,0,382.194,29.6,-6999,-9999,-6999,-6999
2005,0,20.31250,20,730,0.477,-13.3,107.918,1.763,0.659,0.772,-0.112,1.618,-6999,-0.027,-6999,4.508,0.387,0,0.581,5,0,100,95.265,382.11,0,18.792,30.453,3.162,7.564,7.449,-6999,-6999,2.388,257.337,259.237,2.12,0.347,0,382.011,29.6,-6999,-9999,-6999,-6999
2005,0,20.33333,20,800,0.417,-13.16,100.613,1.542,0.298,0.351,-0.052,4.912,-6999,0.73,-6999,4.466,0.457,0,0.65,5,0,100,95.312,382.076,0,18.798,30.454,12.55,31.188,21.175,-6999,-6999,6.573,257.929,259.981,2.145,0.382,-0.329,382.089,29.6,-6999,-9999,-6999,-6999
2005,0,20.35417,20,830,0.416,-13,94.418,1.726,0.948,0.552,0.397,10.665,-6999,-0.274,-6999,4.633,0.305,0,0.492,5,0,100,95.325,382.521,0,18.804,30.455,25.487,71.363,39.919,-6999,-6999,12.275,258.728,260.886,2.173,0.308,-0.329,382.612,29.6,-6999,-9999,-6999,-6999
2005,0,20.37500,20,900,0.493,-12.768,97.574,1.477,-0.03,0.259,-0.288,20.032,-6999,0.946,-6999,5.301,0.166,0,0.345,5,0,100,95.325,382.092,0,18.811,30.456,43.538,120.354,65.923,-6999,-6999,20.277,260.08,262.19,2.216,0.252,-0.329,382.113,29.6,-6999,-9999,-6999,-6999
2005,0,20.39583,20,930,0.531,-12.365,98.01,1.584,1.112,1.211,-0.099,28.471,-6999,1.319,-6999,5.634,0.178,0,0.356,5,0,100,95.359,381.934,0,18.817,30.457,54.861,171.681,82.481,-6999,-6999,25.157,261.565,264.028,2.294,0.256,-0.329,382.092,29.6,-6999,-9999,-6999,-6999
2005,0,20.41667,20,1000,0.568,-12.009,94.339,2.127,0.961,1.021,-0.059,28.813,-6999,2.938,-6999,5.509,0.395,0,0.565,5,0,100,95.357,381.934,0,18.824,30.457,67.987,199.27,102.158,-6999,-6999,31.254,262.667,265.585,2.365,0.34,-0.329,382.035,29.6,-6999,-9999,-6999,-6999
